,click_0.50,click_0.51,click_0.52,click_0.53,click_0.54,click_0.55,click_0.56,click_0.57,click_0.58,click_0.59,click_0.5,click_0.60,click_0.61,click_0.62,click_0.63,click_0.64,click_0.65,click_0.66,click_0.67,click_0.68,click_0.69,click_0.70,click_0.71,click_0.72,click_0.73,click_0.74,click_0.75,click_0.76,click_0.77,click_0.78,click_0.79,click_0.80,click_0.81,click_0.82,click_0.83,click_0.84,click_0.85,click_0.86,click_0.87,click_0.88,click_0.89,click_0.90,click_0.91,click_0.92,click_0.93,click_0.94,click_0.95,click_0.96,click_0.97,click_0.98,click_0.99,click_1.00,click_1.0
YNL226W,4,4,4,4,4,4,4,2,7,7,4,2,2,8,2,6,7,8,2,2,4,2,2,4,6,6,6,6,6,6,6,6,6,17,15,6,16,12,7,8,8,14,13,14,12,11,9,9,9,4,1,4,4
YNL227C,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,6,7,8,2,2,12,11,12,11,12,11,11,11,13,12,12,12,1,17,15,15,16,12,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YNL228W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,17,15,15,16,12,1,1,1,1,10,1,1,1,2,2,4,3,1,2,2
YNL230C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,9,14,13,14,12,11,5,7,6,4,5,4,4
YNL234W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,12,8,15,10,12,11,9,9,9,4,1,4,4
YNL237W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,12,8,14,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,13,1,1
YNL240C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,2,2,4,3,1,2,2
YNL241C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,4,7,5,1,1,4,1,1
YNL242W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,5,5,4,5,5,5,5,4,4,3,4,4,4,4,3,4,7,5,3,1,4,1,1
YNL247W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,8,7,8,8,8,5,1,2,2
YNL248C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,1,2,2
YNL251C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,5,6,6,6,7,6,7,7,7,7,7,14,14,11,7,9,13,7,13,6,6,6,15,12,16,11,7,9,1,1,2,2,3,3,3
YNL255C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,7,7,6,6,6,13,16,11,11,10,6,3,2,2
YNL256W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,9,3,1,2,2
YNL260C,4,1,1,1,4,4,1,4,0,4,4,1,1,10,9,12,10,13,9,9,13,10,11,9,13,1,0,12,0,0,0,0,0,13,10,0,15,0,0,10,13,13,17,0,0,0,0,6,5,0,8,8,8
YNL269W,3,3,3,3,3,3,3,1,1,1,3,5,3,9,3,7,5,11,7,7,7,9,8,8,9,5,5,5,8,5,9,5,4,12,19,8,6,6,6,6,6,7,7,9,6,8,7,5,0,2,6,3,3
YNL270C,1,5,3,4,4,5,4,2,7,7,1,1,1,8,9,9,8,9,8,8,10,10,9,9,11,13,13,0,11,0,13,15,10,13,10,13,15,9,11,9,14,15,12,12,9,12,10,0,0,0,8,5,5
YNL274C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YNL277W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,14,4,4,3,4,4,4,4,3,15,4,4,1,1,4,1,1
YNL281W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,17,11,8,14,11,10,11,10,10,13,13,2,15,2,2,3,3,7,1,2,1,1
YNL282W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,6,7,7,1,8,8,9,10,10,10,13,9,9,9,3,1,2,2
YNL292W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,5,1,2,2
YNL300W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,9,10,1,10,13,2,2,4,3,1,2,2
YNL301C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YNL302C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,5,5,4,5,5,7,6,6,6,6,6,7,7,9,7,9,1,1,2,2,3,3,3
YNL303W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YNL305C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YNL313C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YNL318C,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,12,10,13,9,9,13,1,11,10,13,1,1,1,14,2,11,17,11,8,14,11,10,11,10,10,13,13,17,15,2,14,7,5,0,0,13,10,10
YNL322C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,6,15,13,6,6,6,17,15,6,6,10,10,9,10,9,9,9,8,8,7,9,6,5,7,6,4,5,4,4
YNL327W,1,1,1,1,1,1,3,1,1,1,1,5,3,10,8,10,5,12,6,5,8,7,6,7,8,8,9,8,9,7,9,7,8,11,12,0,12,0,12,11,11,0,14,13,0,0,0,0,0,0,11,6,6
YNL331C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,10,7,1,2,1,1
YNL332W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,7,7,7,9,9,8,8,14,12,6,5,7,6,4,5,4,4
YNL333W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,14,13,14,12,11,9,9,6,4,1,4,4
YNR001C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,3,4,4,4,1,1,4,1,1
YNR002C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,15,16,2,18,2,2,2,2,2,2,2,2,2,3,3,1,1,4,1,1
YNR003C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,8,3,1,2,2
YNR004W,1,1,1,1,1,1,1,1,1,1,1,1,3,12,5,10,1,14,1,5,14,5,1,1,1,10,8,9,8,9,8,8,4,14,11,5,18,4,4,3,4,4,4,4,3,4,4,3,1,0,9,6,6
YNR007C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,10,11,11,9,11,8,14,11,10,11,10,10,13,13,17,15,2,2,3,3,7,1,13,1,1
YNR009W,3,3,3,3,3,5,3,3,5,5,3,3,5,6,6,5,6,6,5,6,6,6,7,6,7,7,7,7,7,8,7,11,7,9,13,12,13,6,6,0,10,12,11,11,7,10,4,4,3,0,12,3,3
YNR012W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YNR014W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,9,5,5,4,4,3,4,4,4,4,3,4,4,4,1,1,4,1,1
YNR016C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,4,5,5,5,4,5,5,7,6,6,6,6,10,12,11,8,7,9,1,1,2,2,3,3,3
YNR019W,4,4,4,4,4,4,4,4,4,4,4,4,1,4,8,4,4,4,4,1,4,4,4,4,4,10,4,4,5,4,4,4,5,4,4,4,4,5,12,5,11,5,14,5,11,6,6,6,5,0,11,4,4
YNR027W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,6,18,14,17,7,13,8,8,9,10,10,10,13,9,9,4,3,1,2,2
YNR033W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,1,1,10,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YNR034W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,4,5,5,5,4,5,5,7,6,6,6,6,6,7,7,9,6,8,4,4,3,2,9,3,3
YNR035C,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,10,1,14,1,1,14,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,4,1,1
YNR036C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,4,3,5,1,1,4,1,1
YNR038W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YNR046W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,8,7,8,8,8,5,1,2,2
YNR049C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,13,9,9,13,4,4,4,4,4,4,4,5,4,4,4,5,13,10,4,4,5,5,5,5,5,8,5,9,6,6,6,6,0,8,4,4
YNR050C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YNR053C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YNR054C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YNR056C,2,5,3,3,3,5,3,3,5,5,2,2,5,6,6,5,6,6,5,6,6,6,7,6,7,7,7,7,7,14,14,11,7,9,13,12,13,0,0,0,0,0,0,0,0,10,0,0,0,0,12,5,5
YNR057C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,9,5,5,4,4,3,4,4,4,4,3,4,4,5,3,1,4,1,1
YNR068C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,4,5,5,5,4,5,19,7,6,6,6,6,6,7,7,8,6,3,1,1,2,2,3,3,3
YNR071C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,5,4,4,4,15,5,12,11,11,15,2,2,11,12,10,6,5,1,2,1,1
YNR073C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,16,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YNR074C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YOL002C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,8,3,1,2,2
YOL005C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,4,5,5,5,4,5,5,7,6,6,6,6,10,12,11,8,7,9,1,4,3,2,3,3,3
YOL007C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,7,7,7,8,8,9,10,10,10,11,9,9,9,4,1,2,2
YOL010W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOL012C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,4,15,3,3,3,4,3,1,1,2,2,3,3,3
YOL014W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YOL015W,3,3,3,3,3,3,3,3,1,1,3,1,3,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,3,10,4,9,8,3,4,7,4,3,0,4,3,3
YOL017W,1,5,1,1,1,5,1,1,1,1,1,1,1,10,9,9,8,9,8,8,13,10,11,9,13,1,12,12,1,8,7,10,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,14,5,5
YOL019W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,14,13,14,12,11,9,9,9,4,1,4,4
YOL021C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,9,10,1,1,1,2,2,4,3,1,2,2
YOL022C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,8,5,1,2,2
YOL032W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,11,11,9,11,8,9,2,10,11,10,10,13,13,17,15,2,2,3,5,1,1,13,1,1
YOL038W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,10,7,1,2,1,1
YOL039W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YOL040C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YOL041C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,8,8,8,7,7,6,6,6,8,16,11,12,10,6,3,2,2
YOL047C,1,1,1,1,1,1,1,1,1,1,1,1,7,12,1,8,1,14,1,1,14,1,1,1,1,10,4,10,10,11,4,4,11,18,20,4,18,5,5,5,5,5,5,5,5,5,6,10,7,0,10,9,9
YOL048C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,3,5,1,1,4,1,1
YOL052C-A,1,1,1,1,1,1,1,1,1,1,1,5,7,9,10,8,9,11,7,7,0,9,8,0,0,0,8,9,8,9,8,8,0,14,16,8,18,4,4,3,4,4,4,4,3,4,4,0,0,0,9,1,1
YOL053W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,10,2,2,2,2,4,4,2,2,4,3,5,1,1,4,1,1
YOL055C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,14,13,14,12,11,9,7,6,4,5,4,4
YOL066C,4,4,4,4,4,4,4,2,7,7,4,2,2,8,2,6,7,8,2,2,4,11,12,11,12,11,13,11,13,12,12,15,6,6,15,6,16,12,7,8,8,14,13,14,12,11,9,9,9,4,8,4,4
YOL071W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,3,3,5,1,2,1,1
YOL073C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,9,5,5,4,4,3,4,4,4,4,3,4,7,5,1,1,4,1,1
YOL077C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,8,7,8,8,8,5,1,2,2
YOL079W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,9,10,1,1,1,2,2,4,3,1,2,2
YOL080C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOL082W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,4,1,1
YOL083W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,12,5,5,10,6,5,1,2,1,1
YOL084W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,5,4,4,4,4,5,5,11,11,15,14,12,11,12,6,6,5,1,2,1,1
YOL086C,3,3,1,1,1,2,3,2,6,6,3,2,3,7,7,11,5,12,2,2,11,8,10,12,10,12,14,13,12,13,10,13,9,12,7,9,0,0,0,0,0,0,0,0,0,0,0,11,10,6,15,7,7
YOL092W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,8,8,8,5,1,2,2
YOL093W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOL096C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,3,4,4,4,1,1,4,1,1
YOL097C,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,2,2
YOL101C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOL104C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,9,13,10,10,11,9,9,9,4,1,2,2
YOL107W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,4,5,4,17,15,5,13,10,10,9,10,9,9,9,8,8,7,9,6,5,7,6,4,8,4,4
YOL108C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,10,11,10,10,13,13,17,15,2,2,3,3,1,1,2,1,1
YOL109W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,7,7,6,6,6,13,16,11,11,2,2,3,2,2
YOL110W,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,2,2
YOL117W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,14,9,11,2,14,2,12,2,2,2,10,3,5,1,2,1,1
YOL118C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,6,5,7,6,4,10,4,4
YOL119C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4,4,5,4,4,4,15,5,12,11,11,15,14,12,11,12,10,6,5,1,2,1,1
YOL120C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YOL121C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YOL123W,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,2,2
YOL124C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,9,4,1,2,2
YOL125W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOL126C,3,3,3,3,3,3,3,3,5,5,3,3,5,6,6,5,6,6,5,6,6,6,7,6,7,7,7,7,7,14,14,11,7,9,13,7,13,6,6,6,6,12,16,11,7,10,4,4,0,2,7,3,3
YOL127W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YOL129W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,6,5,1,2,1,1
YOL130W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOL131W,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,10,7,1,2,1,1
YOL139C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,8,7,7,6,6,6,13,16,11,11,10,6,3,2,2
YOL141W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,2,2,2,2,2,1,1,1,1,1,1,15,1,1,1,1,1,9,10,10,10,13,2,2,4,3,1,2,2
YOL143C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,19,5,5,4,6,6,10,7,9,8,6,4,7,5,3,2,6,3,3
YOL144W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,1,2,2
YOL150C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,5,5,5,4,5,19,3,6,3,6,4,3,7,3,8,4,3,1,1,2,2,3,3,3
YOL151W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,19,5,5,4,4,3,4,4,9,8,6,4,7,5,3,2,4,3,3
YOL152W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,8,9,8,8,10,10,9,9,11,15,13,4,11,0,17,15,10,13,10,10,15,10,9,9,9,14,8,14,9,6,5,7,6,4,8,4,4
